name,distance_from_earth,planet_mass,planet_type,planet_radius,distance_from_their_sun,orbital_period,gravity,orbital_speed,specifications
Kepler-52 d,1059,4.46,Super Earth,1.95,0.182,36.4,11.51745243,543.6851852,"['gravity', 'planet_type']"
Kepler-530 b,1514,9.32,Neptune-like,3.0128,Unknown,39.3 days,10.08245049,503.5659222,['gravity']
Kepler-531 b,829,8.15,Neptune-like,2.7776,Unknown,29.9 days,10.37311023,661.8776167,['gravity']
Kepler-532 b,1060,7.13,Neptune-like,2.5648,Unknown,12.9 days,10.64322666,1534.119437,['gravity']
Kepler-533 b,995,11.4,Neptune-like,3.3824,Unknown,28.5 days,9.784659369,694.3909032,['gravity']
Kepler-534 b,1543,5.65,Neptune-like,2.24,Unknown,16 days,11.05715003,1236.883796,['gravity']
Kepler-535 b,2212,6.17,Neptune-like,2.3632,Unknown,4.9 days,10.84863254,4038.804233,['gravity']
Kepler-536 b,1455,9.8,Neptune-like,3.1024,Unknown,1.8 days,9.998187648,10994.52263,['gravity']
Kepler-537 b,1517,2.57,Super Earth,1.41,Unknown,3.2 days,12.69362574,6184.418981,"['gravity', 'planet_type']"
Kepler-538 b,511,10.6,Super Earth,2.215,0.4669,81.7,21.21530088,621.4115372,"['gravity', 'planet_type', 'goldilock']"
Kepler-539 b,1011,308.266,Gas Giant,8.3664,0.4988 AU,125.6 days,43.24532541,431.8314815,"['gravity', 'goldilock']"
Kepler-539 c,1011,762.72,Gas Giant,13.216,2.42 AU,2.7 years,42.88010754,267.0153522,['gravity']
Kepler-53 b,4632,5850.698,Gas Giant,2.8896,Unknown,18.6 days,6880.547784,14147.50697,[]
Kepler-53 c,4632,5002.172,Gas Giant,3.1696,Unknown,38.6 days,4889.230313,6817.192477,[]
Kepler-53 d,4632,5.14,Neptune-like,2.12,0.091 AU,9.8 days,11.23006289,1009.701058,['gravity']
Kepler-540 b,1142,7.8,Neptune-like,2.7104,Unknown,172.7 days,10.42602151,57.2962963,"['gravity', 'speed']"
Kepler-541 b,3327,11.2,Neptune-like,3.36,Unknown,5.1 days,9.741599239,1940.209877,['gravity']
Kepler-542 b,1432,3.09,Super Earth,1.57,Unknown,13.1 days,12.30977077,755.3488832,"['gravity', 'planet_type']"
Kepler-543 b,692,6.8,Neptune-like,2.4976,Unknown,13.9 days,10.70419304,711.8755662,['gravity']
Kepler-544 b,2600,5.14,Neptune-like,2.12,Unknown,21.4 days,11.23006289,462.3864659,['gravity']
Kepler-545 b,2711,7.7,Neptune-like,2.688,Unknown,13.2 days,10.46460856,749.6265432,['gravity']
Kepler-546 b,2923,39.1,Gas Giant,6.9888,Unknown,4.1 days,7.860719945,2413.431798,['gravity']
Kepler-547 b,1178,15.1,Neptune-like,3.9984,Unknown,6 days,9.274601553,1649.178395,['gravity']
Kepler-549 b,2114,11,Neptune-like,2.5648,Unknown,42.9 days,16.42012528,230.654321,['gravity']
Kepler-549 c,2114,8.91,Neptune-like,2.9232,Unknown,117 days,10.238856,84.57325103,"['gravity', 'speed']"
Kepler-54 b,893,292.376,Neptune-like,2.1,0.0619 AU,8 days,651.0193872,841.3528241,[]
Kepler-54 c,893,117.586,Super Earth,1.23,Unknown,12.1 days,763.1961753,556.26633,['planet_type']
Kepler-54 d,893,2.96,Super Earth,1.53,0.126,21,12.4165128,652.4222222,"['gravity', 'planet_type']"
Kepler-550 b,1837,17.9,Neptune-like,4.4128,Unknown,8.6 days,9.026415756,1593.124031,['gravity']
Kepler-551 b,1018,7.9,Neptune-like,2.7328,Unknown,12.4 days,10.38728827,1104.908602,['gravity']
Kepler-552 b,2721,14.8,Neptune-like,3.9424,Unknown,5.3 days,9.350420333,2585.069182,['gravity']
Kepler-553 b,2365,19.4,Neptune-like,4.6256,Unknown,4 days,8.903409989,3425.216667,['gravity']
Kepler-554 b,2094,17,Neptune-like,4.2896,Unknown,1.9 days,9.072064292,7210.982456,['gravity']
Kepler-555 b,2518,8.4,Neptune-like,2.8224,Unknown,16.2 days,10.35459103,845.7325103,['gravity']
Kepler-556 b,2378,5.65,Neptune-like,2.24,Unknown,11.7 days,11.05715003,1171.014245,['gravity']
Kepler-557 b,3673,7.61,Neptune-like,2.6656,Unknown,3.7 days,10.51684537,3702.936937,['gravity']
Kepler-558 b,2127,6.21,Neptune-like,2.3632,Unknown,29 days,10.91896403,472.4436782,['gravity']
Kepler-559 b,2587,12.7,Neptune-like,3.6064,Unknown,17.6 days,9.58841281,778.4583333,['gravity']
Kepler-55 b,1920,473.522,Neptune-like,2.4304,Unknown,27.9 days,787.182516,491.0704898,[]
Kepler-55 c,1920,352.758,Neptune-like,2.21,Unknown,42.2 days,709.2234968,324.6650869,[]
Kepler-55 d,1920,3.15,Super Earth,1.59,0.029,2.2,12.23508797,1433.351852,"['gravity', 'planet_type']"
Kepler-55 e,1920,3.02,Super Earth,1.55,0.048,4.6,12.34338678,1134.647343,"['gravity', 'planet_type']"
Kepler-55 f,1920,3.15,Super Earth,1.59,0.081,10.2,12.23508797,863.5,"['gravity', 'planet_type']"
Kepler-560 b,287,3.61,Super Earth,1.72,0.0899,18.5,11.98232512,528.4032232,"['gravity', 'planet_type']"
Kepler-561 b,2176,38.7,Gas Giant,6.9552,Unknown,58.4 days,7.855656961,167.3880074,"['gravity', 'speed']"
Kepler-561 c,2176,7.65,Neptune-like,2.6768,Unknown,5.4 days,10.48383987,1810.270302,['gravity']
Kepler-562 b,2681,23.7,Neptune-like,5.208,Unknown,18 days,8.580195554,543.0810905,['gravity']
Kepler-563 b,1817,9.75,Neptune-like,3.0912,Unknown,22.2 days,10.01938806,440.3360194,['gravity']
Kepler-564 b,2707,19.4,Neptune-like,4.6256,Unknown,3.8 days,8.903409989,2572.489376,['gravity']
Kepler-565 b,3396,12.9,Neptune-like,3.64,Unknown,4.2 days,9.560436785,2327.490388,['gravity']
Kepler-566 b,2049,5.27,Neptune-like,2.15,Unknown,18.4 days,11.19501002,531.2749799,['gravity']
Kepler-567 b,1853,5.69,Neptune-like,2.2512,Unknown,16.5 days,11.02490605,592.4520988,['gravity']
Kepler-568 b,411,5.73,Neptune-like,2.2624,Unknown,11 days,10.99275703,888.6781481,['gravity']
Kepler-569 b,2104,10.1,Neptune-like,3.1584,Unknown,34.2 days,9.942094871,285.8321529,['gravity']
Kepler-56 b,3056,22.1,Neptune-like,6.5072,0.1028 AU,10.5 days,5.125010444,1064.587372,['gravity']
Kepler-56 c,3056,181.146,Gas Giant,9.7888,0.1652 AU,21.4 days,18.56353278,839.4092766,['gravity']
Kepler-56 d,3056,1782.858,Gas Giant,12.768,2.16 AU,2.7 years,107.3894943,238.3277524,[]
Kepler-570 b,2094,6.57,Neptune-like,2.4528,Unknown,4.3 days,10.72338468,54621.39535,['gravity']
Kepler-571 b,2466,7.46,Neptune-like,2.6432,Unknown,4.8 days,10.48502734,48931.66667,['gravity']
Kepler-572 b,1735,7.18,Neptune-like,2.576,Unknown,17.2 days,10.62486738,13655.34884,['gravity']
Kepler-573 b,2473,8.2,Neptune-like,2.7888,Unknown,22.2 days,10.35308797,10579.81982,['gravity']
Kepler-574 b,2437,6.3,Neptune-like,2.3856,Unknown,7.7 days,10.8701638,30502.85714,['gravity']
Kepler-575 b,2779,6.3,Neptune-like,2.3856,Unknown,9.4 days,10.8701638,24986.38298,['gravity']
Kepler-576 b,2277,10.7,Neptune-like,3.2704,Unknown,29.9 days,9.823648637,7855.250836,['gravity']
Kepler-577 b,1791,7.04,Neptune-like,2.5424,Unknown,25.7 days,10.69487445,9138.988327,['gravity']
Kepler-578 b,1853,4.66,Super Earth,2,Unknown,1.6 days,11.43975482,146795,"['gravity', 'planet_type']"
Kepler-579 b,2163,4.66,Super Earth,2,Unknown,9.7 days,11.43975482,24213.60825,"['gravity', 'planet_type']"
Kepler-57 b,2141,5993.708,Gas Giant,2.19,Unknown,5.7 days,12271.51388,41205.61404,[]
Kepler-57 c,2141,2208.71,Super Earth,1.55,Unknown,11.6 days,9027.4708,20247.58621,['planet_type']
Kepler-580 b,1086,7.13,Neptune-like,2.5648,Unknown,8.2 days,10.64322666,28642.92683,['gravity']
Kepler-581 b,2717,7.41,Neptune-like,2.632,Unknown,40.6 days,10.50357714,5785.024631,['gravity']
Kepler-582 b,2450,13.1,Neptune-like,3.6736,Unknown,18.5 days,9.531875344,12695.78378,['gravity']
Kepler-583 b,2626,5.82,Neptune-like,2.2736,Unknown,6.5 days,11.05568496,36134.15385,['gravity']
Kepler-584 b,4714,16.5,Neptune-like,4.2112,Unknown,35.2 days,9.136145349,6672.5,['gravity']
Kepler-585 b,1970,8.4,Neptune-like,2.8224,Unknown,2.8 days,10.35459103,83882.85714,['gravity']
Kepler-586 b,2306,8.2,Neptune-like,2.7888,Unknown,2.1 days,10.35308797,111843.8095,['gravity']
Kepler-587 b,2779,5.6,Neptune-like,2.23,Unknown,10.9 days,11.0578092,21547.88991,['gravity']
Kepler-588 b,3171,7.41,Neptune-like,2.632,Unknown,4.2 days,10.50357714,55921.90476,['gravity']
Kepler-589 b,2097,5.77,Neptune-like,2.2736,Unknown,16.5 days,10.96070485,14234.66667,['gravity']
Kepler-58 b,3250,441.742,Neptune-like,2.7776,Unknown,10.2 days,562.2378478,23026.66667,[]
Kepler-58 c,3250,695.982,Neptune-like,2.856,Unknown,15.6 days,837.8618044,15055.89744,[]
Kepler-58 d,3250,8.96,Neptune-like,2.9344,0.236 AU,40.1 days,10.21786529,639.9486469,['gravity']
Kepler-590 b,3216,15.2,Neptune-like,4.0208,Unknown,5.9 days,9.232289974,4349.481481,['gravity']
Kepler-591 b,2587,11.4,Neptune-like,3.3824,Unknown,81.2 days,9.784659369,316.033753,['gravity']
Kepler-592 b,3373,6.3,Neptune-like,2.3856,Unknown,2.8 days,10.8701638,9164.978836,['gravity']
Kepler-593 b,3314,8.6,Neptune-like,2.8672,Unknown,21.2 days,10.2724318,1210.468903,['gravity']
Kepler-594 b,2420,5.39,Neptune-like,2.18,Unknown,13.6 days,11.13695768,1886.907407,['gravity']
Kepler-595 b,2084,13.9,Neptune-like,3.808,Unknown,25.3 days,9.412645706,1014.305958,['gravity']
Kepler-596 b,3533,11.8,Neptune-like,3.4608,Unknown,21.3 days,9.674305426,1204.78595,['gravity']
Kepler-597 b,2153,6.21,Neptune-like,2.3632,Unknown,13 days,10.91896403,1973.995442,['gravity']
Kepler-598 b,2238,2.86,Super Earth,1.5,Unknown,3.7 days,12.48171627,6935.65966,"['gravity', 'planet_type']"
Kepler-598 c,2238,9.4,Neptune-like,3.024,Unknown,86.5 days,10.09380874,296.6698352,['gravity']
Kepler-599 b,2045,8.45,Neptune-like,2.8336,Unknown,15.7 days,10.33404653,1634.518519,['gravity']
Kepler-59 b,3926,651.49,Super Earth,1.1,Unknown,11.9 days,5287.047045,2156.465608,['planet_type']
Kepler-59 c,3926,435.386,Neptune-like,1.98,Unknown,18 days,1090.523103,1425.663374,[]
Kepler-5 b,3012,670.8758,Gas Giant,15.9712,0.0538 AU,3.5 days,25.8260401,1671.443598,['gravity']
Kepler-600 b,2035,8.75,Neptune-like,2.9008,Unknown,23.7 days,10.21088231,246.8376621,['gravity']
Kepler-601 b,1399,4.27,Super Earth,1.9,Unknown,5.4 days,11.61479274,1083.343073,"['gravity', 'planet_type']"
Kepler-602 b,3167,5.02,Super Earth,2.09,Unknown,15.3 days,11.28500968,382.3563786,"['gravity', 'planet_type']"
Kepler-603 b,3154,7.51,Neptune-like,2.6432,Unknown,21.1 days,10.55530233,277.2536774,['gravity']
Kepler-603 c,3154,34.5,Neptune-like,6.496,Unknown,127.9 days,8.028193912,45.73926968,"['gravity', 'speed']"
Kepler-603 d,3154,2.3,Super Earth,1.32,Unknown,6.2 days,12.96196262,943.5568698,"['gravity', 'planet_type']"
Kepler-604 b,3200,7.22,Neptune-like,2.5872,Unknown,25.9 days,10.59175639,225.8707565,['gravity']
Kepler-605 b,1859,2.67,Super Earth,1.44,Unknown,3.4 days,12.64378401,1720.603704,"['gravity', 'planet_type']"
Kepler-605 c,1859,0.566,Terrestrial,0.86,Unknown,2.4 days,7.514677029,2437.521914,"['gravity', 'planet_type']"
Kepler-606 b,3940,11,Neptune-like,3.304,Unknown,24.3 days,9.894717493,240.742905,['gravity']
Kepler-607 b,1631,0.59,Terrestrial,0.87,Unknown,0.6 days,7.654279164,9750.087654,"['gravity', 'planet_type']"
Kepler-608 b,3021,12.9,Neptune-like,3.64,Unknown,6.4 days,9.560436785,914.0707176,['gravity']
Kepler-609 b,3728,11.2,Neptune-like,3.3488,Unknown,6.5 days,9.806869403,900.0080912,['gravity']
Kepler-60 b,3445,4.19,Super Earth,1.71,0.07497,7.1,14.07059923,1148.171221,"['gravity', 'planet_type']"
Kepler-60 c,3445,3.85,Super Earth,1.9,0.08701,8.9,10.47235411,1063.057258,"['gravity', 'planet_type']"
Kepler-60 d,3445,4.16,Neptune-like,1.99,0.10548 AU,11.9 days,10.31520751,963.8304762,['gravity']
Kepler-610 b,3631,16.3,Neptune-like,4.1888,Unknown,7 days,9.122190677,1638.51181,['gravity']
Kepler-610 c,3631,10.9,Neptune-like,3.2928,Unknown,151.9 days,9.871578035,75.50745666,"['gravity', 'speed']"
Kepler-611 b,2955,3.36,Super Earth,1.65,Unknown,2.4 days,12.11887149,4778.992778,"['gravity', 'planet_type']"
Kepler-612 b,3040,8.45,Neptune-like,2.8336,Unknown,3.7 days,10.33404653,3099.887207,['gravity']
Kepler-613 b,2818,5.86,Neptune-like,2.2848,Unknown,15.8 days,11.02280252,725.9229536,['gravity']
Kepler-614 b,1863,6.3,Neptune-like,2.3856,Unknown,14 days,10.8701638,819.2559048,['gravity']
Kepler-615 b,1076,3.68,Super Earth,1.74,Unknown,10.4 days,11.93548615,1102.844487,"['gravity', 'planet_type']"
Kepler-616 b,3324,6.48,Neptune-like,2.4304,Unknown,10 days,10.77234575,1146.958267,['gravity']
Kepler-616 c,3324,11.5,Neptune-like,3.4048,Unknown,90.4 days,9.74104207,126.8759145,"['gravity', 'speed']"
Kepler-617 b,489,2.3,Super Earth,1.32,Unknown,1.7 days,12.96196262,6746.813333,"['gravity', 'planet_type']"
Kepler-618 b,3637,7.27,Neptune-like,2.5984,Unknown,3.6 days,10.57336408,3185.995185,['gravity']
Kepler-619 b,3624,10.1,Neptune-like,3.1584,Unknown,5.4 days,9.942094871,2123.99679,['gravity']
Kepler-619 c,3624,3.5,Super Earth,1.69,Unknown,1.2 days,12.0333189,9557.985556,"['gravity', 'planet_type']"
Kepler-61 b,1103,5.27,Neptune-like,2.15,0.24861 AU,59.9 days,11.19501002,451.3040864,['gravity']
Kepler-620 b,4048,11,Neptune-like,3.3152,Unknown,12.9 days,9.827974227,2095.590293,['gravity']
Kepler-621 b,1269,5.9,Neptune-like,2.296,Unknown,2.6 days,10.99003398,10397.35184,['gravity']
Kepler-622 b,845,5.18,Neptune-like,2.13,Unknown,14.3 days,11.21143863,1890.427607,['gravity']
Kepler-623 b,2645,9.32,Neptune-like,3.0128,Unknown,9.1 days,10.08245049,2970.671954,['gravity']
Kepler-624 b,2385,5.95,Neptune-like,2.3072,Unknown,14.6 days,10.97582745,1851.583204,['gravity']
Kepler-625 b,1638,4.62,Super Earth,1.99,Unknown,7.8 days,11.45583142,3465.783946,"['gravity', 'planet_type']"
Kepler-625 c,1638,1.16,Super Earth,1.05,Unknown,4.2 days,10.33166182,6436.455899,"['gravity', 'planet_type']"
Kepler-626 b,2251,5.86,Neptune-like,2.2848,Unknown,14.5 days,11.02280252,1864.352743,['gravity']
Kepler-627 b,3728,13.4,Neptune-like,3.7296,Unknown,40.7 days,9.459563072,664.2042943,['gravity']
Kepler-628 b,1889,53.3904,Gas Giant,8.3888,Unknown,15.5 days,7.449965903,1744.071921,['gravity']
Kepler-629 b,1249,2.48,Super Earth,1.38,Unknown,7.2 days,12.78746032,3754.599275,"['gravity', 'planet_type']"
Kepler-62 b,1200,9,Super Earth,1.31,0.0553,5.7,51.49804108,1054.940026,"['gravity', 'planet_type']"
Kepler-62 c,1200,4,Terrestrial,0.54,0.0929 AU,12.4 days,134.6986561,814.6508662,['planet_type']
Kepler-62 d,1200,14,Neptune-like,1.95,0.12 AU,18.2 days,36.15343812,716.9474969,['gravity']
Kepler-62 e,1200,36,Super Earth,1.61,0.427 AU,122.4 days,136.3771279,379.3359053,"['planet_type', 'goldilock']"
Kepler-62 f,1200,35,Super Earth,1.41,0.718 AU,267.3 days,172.8703894,292.0807804,"['planet_type', 'goldilock']"
Kepler-630 b,2143,10.2,Neptune-like,3.1808,Unknown,161.5 days,9.899613461,483.4253411,['gravity']
Kepler-631 b,2750,8.75,Neptune-like,2.9008,Unknown,18 days,10.21088231,4337.399588,['gravity']
Kepler-632 b,1138,5.52,Neptune-like,2.21,Unknown,31 days,11.09801536,2518.490084,['gravity']
Kepler-633 b,2068,3.29,Super Earth,1.63,Unknown,8.5 days,12.15938138,9185.081481,"['gravity', 'planet_type']"
Kepler-634 b,2469,4.23,Super Earth,1.89,Unknown,5.2 days,11.62806766,15014.0755,"['gravity', 'planet_type']"
Kepler-635 b,2694,7.46,Neptune-like,2.6432,Unknown,23.4 days,10.48502734,3336.461222,['gravity']
Kepler-636 b,1112,18.1,Neptune-like,4.4464,Unknown,16.1 days,8.98984714,4849.266621,['gravity']
Kepler-637 b,5138,20.2,Neptune-like,4.7488,Unknown,23.2 days,8.795780889,3365.223819,['gravity']
Kepler-638 b,1390,4.01,Super Earth,1.83,Unknown,6.1 days,11.75798724,12798.88403,"['gravity', 'planet_type']"
Kepler-639 b,2218,6.26,Neptune-like,2.3744,Unknown,10.2 days,10.90328482,7654.234568,['gravity']
Kepler-63 b,652,120.1284,Gas Giant,6.104,0.08 AU,9.4 days,31.65974656,925.4215918,['gravity']
Kepler-640 b,1755,7.08,Neptune-like,2.5536,Unknown,22.2 days,10.66149996,391.8451785,['gravity']
Kepler-641 b,2195,4.08,Super Earth,1.85,Unknown,9.5 days,11.70597245,915.6803119,"['gravity', 'planet_type']"
Kepler-642 b,3334,8.75,Neptune-like,2.9008,Unknown,4.4 days,10.21088231,1977.037037,['gravity']
Kepler-643 b,3357,320.978,Gas Giant,10.1472,0.126 AU,16.3 days,30.6107251,840.5439673,['gravity']
Kepler-644 b,4609,10.1,Neptune-like,3.1472,Unknown,3.2 days,10.01298302,4281.520833,['gravity']
Kepler-645 b,2939,5.06,Neptune-like,2.1,Unknown,3.3 days,11.26685535,4151.777778,['gravity']
Kepler-646 b,1673,4.62,Super Earth,1.99,Unknown,15.9 days,11.45583142,861.6897275,"['gravity', 'planet_type']"
Kepler-647 b,2574,1.71,Super Earth,1.17,Unknown,16.2 days,12.26634508,845.7325103,"['gravity', 'planet_type']"
Kepler-647 c,2574,15.1,Neptune-like,3.9984,Unknown,29.7 days,9.274601553,461.308642,['gravity']
Kepler-648 b,2169,10.5,Neptune-like,3.2144,Unknown,17.4 days,9.978844417,787.4061303,['gravity']
Kepler-649 b,1713,5.73,Neptune-like,2.2624,Unknown,29.9 days,10.99275703,458.2229654,['gravity']
Kepler-650 b,2626,9.06,Neptune-like,2.9568,Unknown,3 days,10.17595294,4566.955556,['gravity']
Kepler-651 b,1752,6.21,Neptune-like,2.3632,Unknown,21.4 days,10.91896403,640.2274143,['gravity']
Kepler-652 b,1380,6.76,Neptune-like,2.4864,Unknown,4.2 days,10.73731002,3262.111111,['gravity']
Kepler-653 b,1934,4.46,Super Earth,1.95,Unknown,14.7 days,11.51745243,932.031746,"['gravity', 'planet_type']"
Kepler-653 c,1934,0.399,Terrestrial,0.78,Unknown,0.9 days,6.439831166,15223.18519,"['gravity', 'planet_type']"
Kepler-654 b,2156,4.94,Super Earth,2.07,Unknown,13.7 days,11.32079821,1000.06326,"['gravity', 'planet_type']"
Kepler-655 b,2554,7.8,Neptune-like,2.7104,Unknown,46.4 days,10.42602151,295.2772989,['gravity']
Kepler-656 b,2828,9.91,Neptune-like,3.1136,Unknown,1.3 days,10.03780625,10539.12821,['gravity']
Kepler-657 b,4058,12.2,Neptune-like,3.5168,Unknown,24.5 days,9.686241223,559.2190476,['gravity']
Kepler-658 b,1112,3.29,Super Earth,1.63,Unknown,1.3 days,12.15938138,10539.12821,"['gravity', 'planet_type']"
Kepler-659 b,2244,6.8,Neptune-like,2.4976,Unknown,17.7 days,10.70419304,774.0602637,['gravity']
Kepler-65 b,999,2.4,Super Earth,1.42,0.035,2.2,11.68760012,1729.907407,"['gravity', 'planet_type']"
Kepler-65 c,999,5.4,Neptune-like,2.576,0.068 AU,5.9 days,7.990847337,1253.240427,['gravity']
Kepler-65 d,999,4.14,Super Earth,1.52,0.084,8.1,17.59559497,1127.643347,"['gravity', 'planet_type']"
Kepler-65 e,999,260.596,Gas Giant,13.888,Unknown,258.8 days,13.26719526,35.29331959,"['gravity', 'speed']"
Kepler-660 b,1840,7.13,Neptune-like,2.5648,Unknown,9.3 days,10.64322666,982.1409797,['gravity']
Kepler-661 b,1820,9.64,Neptune-like,3.0688,Unknown,6 days,10.05149484,1522.318519,['gravity']
Kepler-662 b,2091,5.39,Neptune-like,2.18,Unknown,21.7 days,11.13695768,420.9175627,['gravity']
Kepler-663 b,3360,7.27,Neptune-like,2.5984,Unknown,5 days,10.57336408,1826.782222,['gravity']
Kepler-664 b,4521,7.56,Neptune-like,2.6544,Unknown,2.5 days,10.53609916,3653.564444,['gravity']
Kepler-665 b,2124,7.27,Neptune-like,2.5984,Unknown,16 days,10.57336408,570.8694444,['gravity']
Kepler-666 b,4338,6.35,Neptune-like,2.3968,Unknown,4.5 days,10.8542776,2029.758025,['gravity']
Kepler-667 b,2959,20.1,Neptune-like,4.7264,Unknown,41.4 days,8.835393602,220.6258722,['gravity']
Kepler-668 b,2861,7.75,Neptune-like,2.6992,Unknown,8.4 days,10.44533476,1087.37037,['gravity']
Kepler-669 b,5800,20.8,Neptune-like,4.8272,Unknown,4.1 days,8.765234521,2227.783198,['gravity']
Kepler-66 b,3611,8.25,Neptune-like,2.8,0.1352 AU,17.8 days,10.33305348,825.9127757,['gravity']
Kepler-671 b,3715,7.7,Neptune-like,2.688,Unknown,4.3 days,10.46460856,3418.894746,['gravity']
Kepler-672 b,3298,6.8,Neptune-like,2.4976,Unknown,38.4 days,10.70419304,382.8449846,['gravity']
Kepler-673 b,3190,34.8,Neptune-like,6.5296,Unknown,3.7 days,8.01487734,3973.31011,['gravity']
Kepler-674 b,985,3.5,Super Earth,1.69,Unknown,2.2 days,12.0333189,6682.385185,"['gravity', 'planet_type']"
Kepler-675 b,2124,6.53,Neptune-like,2.4416,Unknown,2.3 days,10.75610269,6391.846699,['gravity']
Kepler-676 b,793,9.48,Neptune-like,3.0352,Unknown,11.6 days,10.10472506,1267.348914,['gravity']
Kepler-677 b,3849,25,Neptune-like,5.376,Unknown,6.6 days,8.494000452,2227.461728,['gravity']
Kepler-678 b,2854,23.1,Neptune-like,5.1408,Unknown,7.3 days,8.583044312,2013.869508,['gravity']
Kepler-679 b,3158,9.32,Neptune-like,3.0128,Unknown,12.4 days,10.08245049,1185.584468,['gravity']
Kepler-67 b,3611,8.96,Neptune-like,2.9344,0.1171 AU,15.7 days,10.21786529,811.0259259,['gravity']
Kepler-680 b,4378,6.44,Neptune-like,2.4192,Unknown,3.7 days,10.80520749,3441.38028,['gravity']
Kepler-681 b,2172,9.69,Neptune-like,3.08,Unknown,26.4 days,10.03028181,482.3146605,['gravity']
Kepler-682 b,3102,42.5852,Gas Giant,7.3696,Unknown,12.6 days,7.699484515,1010.564051,['gravity']
Kepler-683 b,3184,4.54,Super Earth,1.97,Unknown,2.5 days,11.48720024,5093.242815,"['gravity', 'planet_type']"
Kepler-684 b,3477,11.2,Neptune-like,3.36,Unknown,6.8 days,9.741599239,1872.515741,['gravity']
Kepler-685 b,3735,78.8144,Gas Giant,10.5728,Unknown,1.6 days,6.923350696,7958.191898,['gravity']
Kepler-687 b,2049,12.2,Neptune-like,3.5168,Unknown,20.5 days,9.686241223,621.1271725,['gravity']
Kepler-688 b,4068,68.6448,Gas Giant,9.7552,Unknown,3.9 days,7.083144144,3264.89924,['gravity']
Kepler-689 b,3406,8.7,Neptune-like,2.8896,Unknown,22.4 days,10.23138875,568.4422784,['gravity']
Kepler-68 b,472,7.65,Neptune-like,2.352,0.0617 AU,5.4 days,13.57930652,1242.421331,['gravity']
Kepler-68 c,472,2.04,Super Earth,1,0.09059,9.6,20.03184535,1026.092519,"['gravity', 'planet_type']"
Kepler-68 d,472,266.974246,Gas Giant,13.888,1.4 AU,1.7 years,13.59191795,245.3373922,"['gravity', 'goldilock']"
Kepler-690 b,5392,29.6,Neptune-like,5.9472,Unknown,7.7 days,8.217834955,19770.37037,['gravity']
Kepler-691 b,780,5.02,Super Earth,2.09,Unknown,8.1 days,11.28500968,18794.05578,"['gravity', 'planet_type']"
Kepler-692 b,3262,9.85,Neptune-like,3.1024,Unknown,21.8 days,10.04919881,6983.11247,['gravity']
Kepler-693 b,3269,73.7296,Gas Giant,10.1696,Unknown,15.4 days,7.000433374,9885.185185,['gravity']
Kepler-694 b,3337,8.25,Neptune-like,2.8,Unknown,6.4 days,10.33305348,23786.22685,['gravity']
Kepler-695 b,2022,62.2888,Gas Giant,9.2064,Unknown,3 days,7.216407929,50743.95062,['gravity']
Kepler-696 b,4192,31.3,Neptune-like,6.1376,Unknown,4.2 days,8.159019413,36245.67901,['gravity']
Kepler-697 b,3559,16,Neptune-like,4.1216,Unknown,3.7 days,9.248665899,41143.74374,['gravity']
Kepler-698 b,3702,13.1,Neptune-like,3.6736,Unknown,16.3 days,9.531875344,9339.377414,['gravity']
Kepler-69 b,2435,5.65,Neptune-like,2.24,0.094 AU,13.7 days,11.05715003,746.0789403,['gravity']
Kepler-69 c,2435,3.57,Super Earth,1.71,0.64,242.5,11.98855352,286.9760977,"['gravity', 'planet_type', 'goldilock']"
Kepler-6 b,1948,212.2904,Gas Giant,14.6048,0.04852 AU,3.2 days,9.773045449,1648.725324,['gravity']
Kepler-700 b,3461,30,Neptune-like,5.9808,Unknown,80.9 days,8.235566655,65.21534038,"['gravity', 'speed']"
Kepler-701 b,2463,8.45,Neptune-like,2.8336,Unknown,10.4 days,10.33404653,507.3000997,['gravity']
Kepler-702 b,2910,61.6532,Gas Giant,9.1616,Unknown,10.5 days,7.212797862,502.4686702,['gravity']
Kepler-703 b,4834,51.1658,Gas Giant,8.1984,Unknown,4.6 days,7.475019891,1146.939356,['gravity']
Kepler-704 b,3438,7.32,Neptune-like,2.6096,Unknown,3.8 days,10.55489664,1388.400273,['gravity']
Kepler-705 b,819,5.1,Neptune-like,2.11,0.232 AU,56.1 days,11.2485374,449.6790123,['gravity']
Kepler-707 b,2042,2.33,Super Earth,1.33,Unknown,2.2 days,12.93431491,11466.81481,"['gravity', 'planet_type']"
Kepler-708 b,4048,8.91,Neptune-like,2.9232,Unknown,3.2 days,10.238856,7883.435185,['gravity']
Kepler-709 b,2179,8.85,Neptune-like,2.9232,Unknown,16.1 days,10.16990748,1566.89395,['gravity']
Kepler-710 b,2998,4.19,Super Earth,1.88,Unknown,4.3 days,11.64096854,5866.742463,"['gravity', 'planet_type']"
Kepler-711 b,2166,11.5,Neptune-like,3.4048,Unknown,23.6 days,9.74104207,1068.940364,['gravity']
Kepler-712 b,3079,11.5,Neptune-like,3.4048,Unknown,21 days,9.74104207,1201.285362,['gravity']
Kepler-712 c,3079,21,Neptune-like,4.8496,Unknown,226.9 days,8.767953702,111.1811044,"['gravity', 'speed']"
Kepler-713 b,3272,6.71,Neptune-like,2.4752,Unknown,7.4 days,10.75456178,3409.053053,['gravity']
Kepler-714 b,4763,67.6914,Gas Giant,9.6656,Unknown,8.1 days,7.114864782,3114.44353,['gravity']
